protein_id,degree,organism
ZP_1806930.1,2,Homo sapiens
YP_1064795.1,2,Homo sapiens
WP_1678458.1,1,Homo sapiens
ZP_8758123.1,6,Homo sapiens
ZP_6081804.1,7,Homo sapiens
ZP_7683491.1,7,Homo sapiens
WP_8626508.1,5,Homo sapiens
WP_7945772.1,4,Homo sapiens
ZP_8148056.1,13,Homo sapiens
XP_7089875.1,3,Homo sapiens
RP_9991669.1,5,Homo sapiens
WP_4108146.1,7,Homo sapiens
ZP_1258343.1,2,Homo sapiens
NP_641529.1,6,Homo sapiens
WP_8383161.1,7,Homo sapiens
RP_2253548.1,8,Homo sapiens
ZP_8607528.1,5,Homo sapiens
ZP_1757583.1,1,Homo sapiens
RP_6577006.1,4,Homo sapiens
RP_1335382.1,6,Homo sapiens
XP_5328298.1,4,Homo sapiens
NP_8845386.1,5,Homo sapiens
WP_7875679.1,3,Homo sapiens
XP_4132371.1,3,Homo sapiens
XP_2702352.1,4,Homo sapiens
NP_6867835.1,1,Homo sapiens
YP_2115074.1,4,Homo sapiens
WP_6719511.1,2,Homo sapiens
RP_1562538.1,10,Homo sapiens
RP_5845980.1,4,Homo sapiens
ZP_5309995.1,5,Homo sapiens
NP_4034053.1,1,Homo sapiens
XP_5964075.1,3,Homo sapiens
WP_832722.1,7,Homo sapiens
AP_6125261.1,11,Homo sapiens
AP_9689455.1,11,Homo sapiens
YP_3975416.1,5,Homo sapiens
AP_9704661.1,6,Homo sapiens
YP_7417619.1,5,Homo sapiens
XP_6138602.1,2,Homo sapiens
YP_1490598.1,5,Homo sapiens
XP_9220266.1,5,Homo sapiens
ZP_4979797.1,12,Homo sapiens
YP_3875702.1,3,Homo sapiens
AP_6870161.1,4,Homo sapiens
ZP_6998410.1,6,Homo sapiens
RP_8153048.1,3,Homo sapiens
NP_8193212.1,7,Homo sapiens
WP_8799043.1,6,Homo sapiens
XP_7688173.1,3,Homo sapiens
WP_8055229.1,4,Homo sapiens
ZP_7210928.1,9,Homo sapiens
WP_3788173.1,6,Homo sapiens
XP_9835260.1,8,Homo sapiens
AP_8109806.1,5,Homo sapiens
XP_2080407.1,6,Homo sapiens
YP_3377746.1,3,Homo sapiens
XP_2486537.1,8,Homo sapiens
WP_2793695.1,8,Homo sapiens
XP_9798623.1,6,Homo sapiens
RP_3956600.1,3,Homo sapiens
NP_201894.1,3,Homo sapiens
XP_6288753.1,9,Homo sapiens
YP_3667945.1,5,Homo sapiens
NP_3329112.1,8,Homo sapiens
RP_7920783.1,4,Homo sapiens
AP_7975889.1,6,Homo sapiens
XP_4316794.1,7,Homo sapiens
ZP_2189632.1,5,Homo sapiens
YP_4899412.1,5,Homo sapiens
ZP_7829578.1,4,Homo sapiens
XP_412579.1,3,Homo sapiens
YP_6455421.1,2,Homo sapiens
NP_3618920.1,4,Homo sapiens
AP_7533980.1,3,Homo sapiens
WP_5324369.1,9,Homo sapiens
ZP_5061914.1,5,Homo sapiens
WP_7695853.1,3,Homo sapiens
YP_7750961.1,1,Homo sapiens
ZP_2044606.1,9,Homo sapiens
ZP_4905028.1,1,Homo sapiens
YP_1070278.1,6,Homo sapiens
XP_5371513.1,3,Homo sapiens
RP_1447203.1,5,Homo sapiens
XP_8955197.1,2,Homo sapiens
XP_1287018.1,3,Homo sapiens
NP_5197579.1,0,Homo sapiens
ZP_2367357.1,3,Homo sapiens
ZP_9632945.1,2,Homo sapiens
NP_673881.1,5,Homo sapiens
NP_9507062.1,2,Homo sapiens
NP_5993868.1,2,Homo sapiens
XP_7709387.1,2,Homo sapiens
XP_3401394.1,4,Homo sapiens
AP_3454513.1,7,Homo sapiens
RP_1713560.1,4,Homo sapiens
NP_3575488.1,2,Homo sapiens
NP_4744068.1,8,Homo sapiens
ZP_5743893.1,3,Homo sapiens
XP_8705094.1,8,Homo sapiens
YP_935988.1,4,Homo sapiens
ZP_8203670.1,3,Homo sapiens
AP_2189706.1,8,Homo sapiens
XP_4405665.1,7,Homo sapiens
ZP_2989190.1,2,Homo sapiens
AP_9103281.1,10,Homo sapiens
WP_7760678.1,4,Homo sapiens
WP_9979249.1,5,Homo sapiens
ZP_9242693.1,3,Homo sapiens
AP_5129792.1,10,Homo sapiens
ZP_6489690.1,4,Homo sapiens
RP_851993.1,1,Homo sapiens
WP_9214179.1,3,Homo sapiens
WP_8960369.1,11,Homo sapiens
ZP_6715920.1,7,Homo sapiens
NP_7413367.1,4,Homo sapiens
XP_7459659.1,10,Homo sapiens
RP_5565513.1,4,Homo sapiens
YP_417942.1,7,Homo sapiens
YP_437462.1,4,Homo sapiens
WP_4028207.1,4,Homo sapiens
RP_8910381.1,3,Homo sapiens
RP_4663167.1,5,Homo sapiens
ZP_2895126.1,0,Homo sapiens
YP_5662632.1,4,Homo sapiens
NP_5445708.1,10,Homo sapiens
XP_4366399.1,5,Homo sapiens
AP_8576201.1,5,Homo sapiens
AP_5682266.1,1,Homo sapiens
NP_226202.1,5,Homo sapiens
RP_8607150.1,4,Homo sapiens
RP_1935932.1,12,Homo sapiens
WP_3816434.1,3,Homo sapiens
NP_8578748.1,4,Homo sapiens
RP_1615554.1,0,Homo sapiens
XP_9935915.1,4,Homo sapiens
RP_3330786.1,5,Homo sapiens
RP_3516403.1,6,Homo sapiens
RP_7790115.1,7,Homo sapiens
WP_3721420.1,7,Homo sapiens
RP_4043439.1,11,Homo sapiens
AP_1351661.1,12,Homo sapiens
AP_1214100.1,10,Homo sapiens
YP_1609390.1,7,Homo sapiens
RP_4812037.1,15,Homo sapiens
NP_7328840.1,9,Homo sapiens
XP_9581623.1,9,Homo sapiens
YP_4570756.1,8,Homo sapiens
ZP_9834409.1,4,Homo sapiens
WP_5053799.1,4,Homo sapiens
YP_8339115.1,13,Homo sapiens
YP_8451184.1,3,Homo sapiens
ZP_9506105.1,5,Homo sapiens
XP_3839469.1,2,Homo sapiens
YP_8742979.1,12,Homo sapiens
YP_2299318.1,5,Homo sapiens
WP_3194510.1,4,Homo sapiens
AP_520888.1,2,Homo sapiens
NP_9851741.1,4,Homo sapiens
AP_5670090.1,7,Homo sapiens
XP_3296699.1,5,Homo sapiens
NP_2311130.1,6,Homo sapiens
ZP_8276958.1,4,Homo sapiens
YP_3228411.1,3,Homo sapiens
WP_2816826.1,3,Homo sapiens
RP_6029191.1,9,Homo sapiens
ZP_6517115.1,3,Homo sapiens
YP_5687757.1,7,Homo sapiens
YP_3398273.1,7,Homo sapiens
WP_7416359.1,4,Homo sapiens
XP_9092719.1,7,Homo sapiens
RP_9236556.1,9,Homo sapiens
AP_6694244.1,9,Homo sapiens
YP_931635.1,4,Homo sapiens
XP_1567217.1,7,Homo sapiens
RP_3330545.1,1,Homo sapiens
NP_7657065.1,13,Homo sapiens
RP_2502110.1,0,Homo sapiens
ZP_9899416.1,3,Homo sapiens
RP_5150058.1,6,Homo sapiens
WP_1504962.1,0,Homo sapiens
RP_3013293.1,2,Homo sapiens
XP_8694859.1,3,Homo sapiens
YP_7879008.1,5,Homo sapiens
WP_6120010.1,3,Homo sapiens
RP_5272886.1,5,Homo sapiens
XP_9383409.1,6,Homo sapiens
ZP_1824854.1,7,Homo sapiens
ZP_8871419.1,8,Homo sapiens
ZP_1108314.1,1,Homo sapiens
YP_2593330.1,2,Homo sapiens
ZP_6830419.1,3,Homo sapiens
AP_6705949.1,5,Homo sapiens
YP_811716.1,6,Homo sapiens
NP_7642242.1,1,Homo sapiens
XP_1799660.1,3,Homo sapiens
XP_445430.1,8,Homo sapiens
ZP_1957845.1,7,Homo sapiens
XP_6412379.1,12,Homo sapiens
AP_947405.1,2,Homo sapiens
ZP_333462.1,9,Homo sapiens
XP_3086068.1,3,Homo sapiens
NP_3501447.1,7,Homo sapiens
AP_5615328.1,3,Homo sapiens
XP_8898834.1,7,Homo sapiens
RP_6571530.1,7,Homo sapiens
RP_5102828.1,4,Homo sapiens
WP_9540913.1,4,Homo sapiens
RP_7033966.1,5,Homo sapiens
YP_8458827.1,6,Homo sapiens
NP_460306.1,4,Homo sapiens
RP_7665991.1,4,Homo sapiens
WP_1694502.1,4,Homo sapiens
NP_1588303.1,8,Homo sapiens
ZP_618490.1,8,Homo sapiens
XP_4329228.1,2,Homo sapiens
YP_2003124.1,4,Homo sapiens
NP_6354887.1,8,Homo sapiens
AP_1687542.1,4,Homo sapiens
ZP_7845269.1,6,Homo sapiens
AP_7156784.1,4,Homo sapiens
ZP_8643144.1,9,Homo sapiens
NP_6334408.1,6,Homo sapiens
XP_7681002.1,6,Homo sapiens
YP_1778332.1,3,Homo sapiens
XP_6392357.1,2,Homo sapiens
AP_9906922.1,1,Homo sapiens
XP_392007.1,6,Homo sapiens
WP_6878519.1,10,Homo sapiens
WP_3028785.1,4,Homo sapiens
YP_9858579.1,3,Homo sapiens
AP_1712119.1,6,Homo sapiens
AP_8876381.1,8,Homo sapiens
YP_4316803.1,4,Homo sapiens
YP_9935003.1,4,Homo sapiens
XP_9360513.1,5,Homo sapiens
YP_8554364.1,3,Homo sapiens
WP_9855672.1,3,Homo sapiens
XP_7991784.1,1,Homo sapiens
YP_4814386.1,6,Homo sapiens
YP_6475247.1,3,Homo sapiens
ZP_7094791.1,3,Homo sapiens
RP_8346673.1,7,Homo sapiens
NP_2016796.1,6,Homo sapiens
AP_8922405.1,3,Homo sapiens
AP_3185945.1,3,Homo sapiens
XP_9289215.1,11,Homo sapiens
YP_6737034.1,6,Homo sapiens
RP_1884094.1,3,Homo sapiens
NP_339608.1,7,Homo sapiens
ZP_3762097.1,0,Homo sapiens
ZP_8154515.1,6,Homo sapiens
AP_9305774.1,3,Homo sapiens
ZP_4142942.1,7,Homo sapiens
YP_995596.1,4,Homo sapiens
YP_2531129.1,7,Homo sapiens
ZP_1700720.1,9,Homo sapiens
RP_6284546.1,3,Homo sapiens
YP_6487958.1,5,Homo sapiens
AP_9079219.1,0,Homo sapiens
RP_8917164.1,7,Homo sapiens
ZP_3775049.1,3,Homo sapiens
AP_6145001.1,4,Homo sapiens
AP_8968958.1,1,Homo sapiens
YP_3734183.1,6,Homo sapiens
WP_2728973.1,4,Homo sapiens
YP_4012669.1,5,Homo sapiens
AP_4091818.1,2,Homo sapiens
WP_3879044.1,7,Homo sapiens
AP_5170121.1,2,Homo sapiens
AP_350231.1,9,Homo sapiens
AP_4835524.1,4,Homo sapiens
NP_6841499.1,4,Homo sapiens
YP_9519059.1,7,Homo sapiens
RP_520993.1,2,Homo sapiens
XP_2360791.1,6,Homo sapiens
ZP_4701318.1,8,Homo sapiens
AP_4180790.1,7,Homo sapiens
AP_2852690.1,5,Homo sapiens
AP_1103510.1,5,Homo sapiens
RP_1171192.1,3,Homo sapiens
RP_3515473.1,7,Homo sapiens
ZP_7878512.1,6,Homo sapiens
AP_1671480.1,5,Homo sapiens
AP_3715590.1,6,Homo sapiens
ZP_2460901.1,4,Homo sapiens
WP_7338225.1,8,Homo sapiens
WP_3052053.1,8,Homo sapiens
ZP_7641714.1,7,Homo sapiens
XP_9279279.1,6,Homo sapiens
YP_9073326.1,6,Homo sapiens
YP_6397042.1,9,Homo sapiens
XP_4152579.1,7,Homo sapiens
RP_9258173.1,7,Homo sapiens
WP_3984175.1,5,Homo sapiens
RP_7789205.1,7,Homo sapiens
WP_1709425.1,11,Homo sapiens
ZP_1098899.1,7,Homo sapiens
WP_2198729.1,5,Homo sapiens
YP_7337310.1,4,Homo sapiens
AP_1051302.1,3,Homo sapiens
WP_1220803.1,3,Homo sapiens
YP_7239845.1,5,Homo sapiens
NP_7687973.1,4,Homo sapiens
AP_250653.1,5,Homo sapiens
YP_2588144.1,2,Homo sapiens
XP_5227319.1,4,Homo sapiens
WP_6042654.1,8,Homo sapiens
WP_5939741.1,7,Homo sapiens
NP_5188539.1,6,Homo sapiens
WP_5880554.1,4,Homo sapiens
XP_5397340.1,5,Homo sapiens
XP_516690.1,7,Homo sapiens
NP_9652559.1,2,Homo sapiens
AP_9366359.1,4,Homo sapiens
RP_7938941.1,10,Homo sapiens
WP_778066.1,6,Homo sapiens
ZP_1725199.1,4,Homo sapiens
XP_9497868.1,4,Homo sapiens
YP_889148.1,6,Homo sapiens
RP_8440791.1,2,Homo sapiens
XP_8472602.1,4,Homo sapiens
WP_3921301.1,2,Homo sapiens
AP_1408166.1,5,Homo sapiens
WP_6292357.1,3,Homo sapiens
RP_2611019.1,5,Homo sapiens
RP_1430728.1,3,Homo sapiens
WP_2267626.1,4,Homo sapiens
NP_8838676.1,3,Homo sapiens
YP_7383377.1,7,Homo sapiens
RP_7117955.1,2,Homo sapiens
AP_2838384.1,1,Homo sapiens
WP_504911.1,7,Homo sapiens
AP_3419343.1,4,Homo sapiens
WP_1269070.1,4,Homo sapiens
XP_271277.1,6,Homo sapiens
RP_7451548.1,3,Homo sapiens
AP_5980926.1,9,Homo sapiens
YP_6662865.1,5,Homo sapiens
XP_8213649.1,5,Homo sapiens
RP_2691822.1,1,Homo sapiens
XP_9290426.1,7,Homo sapiens
RP_4515239.1,2,Homo sapiens
RP_3201373.1,2,Homo sapiens
RP_973420.1,5,Homo sapiens
YP_8981111.1,5,Homo sapiens
AP_5934611.1,4,Homo sapiens
YP_6432961.1,1,Homo sapiens
XP_7542510.1,1,Homo sapiens
ZP_1044461.1,5,Homo sapiens
YP_4449025.1,5,Homo sapiens
NP_7212646.1,5,Homo sapiens
AP_8767126.1,6,Homo sapiens
RP_3511647.1,4,Homo sapiens
AP_7825976.1,5,Homo sapiens
XP_2805421.1,3,Homo sapiens
WP_5898273.1,3,Homo sapiens
YP_8895492.1,5,Homo sapiens
XP_8635640.1,3,Homo sapiens
XP_4752124.1,7,Homo sapiens
ZP_1462516.1,3,Homo sapiens
AP_5327541.1,7,Homo sapiens
WP_2356356.1,9,Homo sapiens
NP_1429785.1,4,Homo sapiens
YP_2861642.1,11,Homo sapiens
YP_9180961.1,5,Homo sapiens
ZP_5064948.1,4,Homo sapiens
RP_2428033.1,4,Homo sapiens
XP_9978917.1,1,Homo sapiens
YP_8275576.1,3,Homo sapiens
AP_7791332.1,11,Homo sapiens
ZP_7159903.1,6,Homo sapiens
WP_294152.1,7,Homo sapiens
AP_4897927.1,6,Homo sapiens
YP_3219812.1,6,Homo sapiens
NP_3900760.1,5,Homo sapiens
NP_1075112.1,7,Homo sapiens
WP_4133123.1,8,Homo sapiens
XP_655839.1,4,Homo sapiens
XP_549813.1,7,Homo sapiens
NP_5247501.1,6,Homo sapiens
YP_5996721.1,3,Homo sapiens
RP_5995038.1,4,Homo sapiens
YP_8488823.1,8,Homo sapiens
ZP_2995107.1,5,Homo sapiens
AP_5149425.1,5,Homo sapiens
WP_8007386.1,7,Homo sapiens
YP_634633.1,9,Homo sapiens
YP_1963907.1,4,Homo sapiens
ZP_9303269.1,5,Homo sapiens
XP_9804911.1,9,Homo sapiens
NP_1220113.1,3,Homo sapiens
NP_4692087.1,5,Homo sapiens
YP_5193388.1,2,Homo sapiens
NP_6115948.1,9,Homo sapiens
YP_4745289.1,7,Homo sapiens
YP_8993518.1,8,Homo sapiens
NP_9111698.1,3,Homo sapiens
XP_3117465.1,3,Homo sapiens
NP_2502114.1,8,Homo sapiens
RP_1869617.1,2,Homo sapiens
NP_2948039.1,3,Homo sapiens
XP_5469337.1,3,Homo sapiens
YP_980432.1,8,Homo sapiens
ZP_6327740.1,5,Homo sapiens
AP_7957997.1,8,Homo sapiens
YP_7240782.1,8,Homo sapiens
ZP_4039625.1,5,Homo sapiens
WP_3474775.1,3,Homo sapiens
WP_6083359.1,5,Homo sapiens
ZP_9731130.1,9,Homo sapiens
XP_9454933.1,4,Homo sapiens
YP_1397776.1,7,Homo sapiens
RP_5797478.1,11,Homo sapiens
WP_3802590.1,2,Homo sapiens
YP_9972310.1,12,Homo sapiens
ZP_8118205.1,3,Homo sapiens
AP_3986613.1,5,Homo sapiens
WP_3404860.1,9,Homo sapiens
WP_8822856.1,6,Homo sapiens
NP_5820673.1,5,Homo sapiens
YP_1293502.1,6,Homo sapiens
XP_7114511.1,7,Homo sapiens
NP_3429782.1,6,Homo sapiens
NP_5216176.1,4,Homo sapiens
XP_481325.1,4,Homo sapiens
RP_1063544.1,8,Homo sapiens
RP_8309517.1,10,Homo sapiens
XP_9094359.1,5,Homo sapiens
RP_8962264.1,5,Homo sapiens
ZP_5368961.1,2,Homo sapiens
WP_4127187.1,6,Homo sapiens
AP_7238780.1,5,Homo sapiens
XP_106464.1,4,Homo sapiens
WP_3825530.1,4,Homo sapiens
AP_1261140.1,8,Homo sapiens
ZP_6585671.1,5,Homo sapiens
NP_365039.1,12,Homo sapiens
ZP_2176259.1,9,Homo sapiens
NP_9549146.1,6,Homo sapiens
RP_1496102.1,5,Homo sapiens
ZP_2064724.1,5,Homo sapiens
RP_8921549.1,4,Homo sapiens
AP_2808685.1,6,Homo sapiens
XP_703151.1,7,Homo sapiens
RP_7472801.1,5,Homo sapiens
NP_7464732.1,4,Homo sapiens
YP_7385387.1,5,Homo sapiens
XP_5202367.1,5,Homo sapiens
YP_4408307.1,6,Homo sapiens
YP_4544910.1,10,Homo sapiens
AP_6581093.1,3,Homo sapiens
WP_7653925.1,4,Homo sapiens
AP_3316662.1,7,Homo sapiens
RP_2464825.1,1,Homo sapiens
AP_2280139.1,2,Homo sapiens
WP_3383737.1,4,Homo sapiens
YP_664174.1,5,Homo sapiens
ZP_5957846.1,6,Homo sapiens
WP_2565596.1,5,Homo sapiens
NP_7818454.1,5,Homo sapiens
NP_1513967.1,0,Homo sapiens
RP_5166447.1,7,Homo sapiens
XP_6956604.1,0,Homo sapiens
NP_2719222.1,2,Homo sapiens
AP_6498497.1,3,Homo sapiens
YP_2522952.1,3,Homo sapiens
YP_3322018.1,2,Homo sapiens
NP_1961663.1,4,Homo sapiens
RP_9540298.1,2,Homo sapiens
RP_149768.1,7,Homo sapiens
YP_5267373.1,2,Homo sapiens
ZP_2363557.1,6,Homo sapiens
RP_8606377.1,3,Homo sapiens
RP_2626297.1,4,Homo sapiens
NP_5728573.1,5,Homo sapiens
ZP_5061172.1,2,Homo sapiens
XP_1028864.1,2,Homo sapiens
NP_6608526.1,9,Homo sapiens
NP_8240594.1,4,Homo sapiens
ZP_2566511.1,7,Homo sapiens
YP_6535389.1,5,Homo sapiens
WP_7522235.1,1,Homo sapiens
YP_7632351.1,2,Homo sapiens
XP_776337.1,6,Homo sapiens
NP_2123553.1,11,Homo sapiens
RP_2196419.1,4,Homo sapiens
NP_3842918.1,6,Homo sapiens
AP_644344.1,7,Homo sapiens
RP_9592923.1,1,Homo sapiens
XP_8537247.1,3,Homo sapiens
RP_6830713.1,10,Homo sapiens
YP_9085290.1,4,Homo sapiens
NP_1980164.1,10,Homo sapiens
WP_4969236.1,3,Homo sapiens
XP_210957.1,5,Homo sapiens
YP_4954487.1,2,Homo sapiens
AP_5544408.1,9,Homo sapiens
NP_9350109.1,3,Homo sapiens
YP_1295344.1,2,Homo sapiens
YP_6706964.1,5,Homo sapiens
NP_4345871.1,5,Homo sapiens
XP_8424436.1,3,Homo sapiens
AP_7256406.1,5,Homo sapiens
AP_7031344.1,3,Homo sapiens
NP_9406607.1,8,Homo sapiens
ZP_7473356.1,2,Homo sapiens
NP_8883376.1,7,Homo sapiens
YP_8737872.1,4,Homo sapiens
AP_8725146.1,9,Homo sapiens
ZP_4809751.1,7,Homo sapiens
RP_8642314.1,6,Homo sapiens
ZP_6730604.1,1,Homo sapiens
RP_927150.1,4,Homo sapiens
ZP_1886852.1,11,Homo sapiens
RP_7477426.1,2,Homo sapiens
NP_5422675.1,4,Homo sapiens
NP_8239480.1,5,Homo sapiens
NP_9930553.1,8,Homo sapiens
XP_2733819.1,6,Homo sapiens
YP_5512319.1,4,Homo sapiens
AP_475233.1,3,Homo sapiens
YP_2057792.1,7,Homo sapiens
ZP_8712670.1,11,Homo sapiens
WP_531978.1,2,Homo sapiens
YP_3602646.1,2,Homo sapiens
NP_6083943.1,2,Homo sapiens
ZP_9642499.1,3,Homo sapiens
AP_9190822.1,5,Homo sapiens
XP_7086595.1,3,Homo sapiens
AP_2342365.1,4,Homo sapiens
YP_2171088.1,0,Homo sapiens
YP_129813.1,0,Homo sapiens
NP_6071143.1,1,Homo sapiens
AP_6601211.1,1,Homo sapiens
XP_8396335.1,3,Homo sapiens
ZP_6746854.1,7,Homo sapiens
YP_1715181.1,5,Homo sapiens
WP_4134649.1,6,Homo sapiens
XP_1450816.1,3,Homo sapiens
NP_9258956.1,2,Homo sapiens
ZP_5201118.1,4,Homo sapiens
WP_558819.1,9,Homo sapiens
AP_5453369.1,9,Homo sapiens
WP_5785645.1,10,Homo sapiens
ZP_5101945.1,3,Homo sapiens
ZP_2154048.1,4,Homo sapiens
AP_4838637.1,4,Homo sapiens
XP_6172929.1,5,Homo sapiens
ZP_4151939.1,5,Homo sapiens
NP_3198056.1,2,Homo sapiens
RP_813806.1,6,Homo sapiens
AP_4293616.1,3,Homo sapiens
XP_7184335.1,3,Homo sapiens
ZP_3539187.1,5,Homo sapiens
ZP_6774106.1,1,Homo sapiens
XP_850774.1,4,Homo sapiens
ZP_7173575.1,6,Homo sapiens
NP_453791.1,2,Homo sapiens
ZP_1484525.1,7,Homo sapiens
WP_7819585.1,6,Homo sapiens
ZP_216220.1,1,Homo sapiens
XP_8837925.1,5,Homo sapiens
AP_9521077.1,3,Homo sapiens
NP_9819987.1,2,Homo sapiens
WP_3758997.1,9,Homo sapiens
XP_6997012.1,6,Homo sapiens
WP_1517191.1,4,Homo sapiens
RP_3577983.1,8,Homo sapiens
WP_789925.1,3,Homo sapiens
ZP_9535754.1,3,Homo sapiens
AP_2781478.1,4,Homo sapiens
WP_3093220.1,4,Homo sapiens
WP_3032878.1,3,Homo sapiens
WP_6273049.1,6,Homo sapiens
AP_922564.1,7,Homo sapiens
YP_5144316.1,7,Homo sapiens
XP_3571888.1,5,Homo sapiens
NP_8356327.1,4,Homo sapiens
AP_2648600.1,3,Homo sapiens
WP_5298245.1,10,Homo sapiens
NP_2085404.1,8,Homo sapiens
WP_6887702.1,6,Homo sapiens
XP_2226861.1,2,Homo sapiens
NP_2151723.1,3,Homo sapiens
XP_1148939.1,2,Homo sapiens
RP_4789133.1,2,Homo sapiens
NP_8885064.1,6,Homo sapiens
NP_998704.1,2,Homo sapiens
WP_8663645.1,2,Homo sapiens
RP_5343762.1,8,Homo sapiens
YP_8331691.1,12,Homo sapiens
RP_9518124.1,3,Homo sapiens
NP_3669769.1,5,Homo sapiens
AP_128885.1,5,Homo sapiens
YP_4690723.1,2,Homo sapiens
NP_4689764.1,2,Homo sapiens
WP_3229985.1,5,Homo sapiens
ZP_2218736.1,4,Homo sapiens
NP_8145409.1,8,Homo sapiens
XP_2750503.1,6,Homo sapiens
AP_9917534.1,2,Homo sapiens
YP_3994142.1,0,Homo sapiens
ZP_6562280.1,4,Homo sapiens
NP_5738663.1,6,Homo sapiens
NP_6326659.1,7,Homo sapiens
NP_2881652.1,6,Homo sapiens
ZP_9476775.1,2,Homo sapiens
ZP_8936621.1,5,Homo sapiens
XP_1944053.1,4,Homo sapiens
AP_642955.1,4,Homo sapiens
NP_3407735.1,3,Homo sapiens
RP_8861753.1,3,Homo sapiens
XP_2153413.1,6,Homo sapiens
XP_9174219.1,6,Homo sapiens
XP_1757387.1,9,Homo sapiens
NP_8137821.1,2,Homo sapiens
NP_8834352.1,8,Homo sapiens
WP_2704325.1,7,Homo sapiens
WP_3883799.1,1,Homo sapiens
AP_3986932.1,1,Homo sapiens
YP_9698333.1,3,Homo sapiens
RP_7617201.1,9,Homo sapiens
ZP_3070424.1,4,Homo sapiens
ZP_6692863.1,7,Homo sapiens
ZP_6708687.1,7,Homo sapiens
NP_6315241.1,4,Homo sapiens
XP_3161481.1,3,Homo sapiens
NP_6153912.1,1,Homo sapiens
WP_5704065.1,4,Homo sapiens
YP_8529747.1,4,Homo sapiens
XP_403446.1,3,Homo sapiens
AP_1498558.1,6,Homo sapiens
RP_1817479.1,8,Homo sapiens
YP_1145716.1,7,Homo sapiens
NP_3061937.1,6,Homo sapiens
RP_3793793.1,5,Homo sapiens
ZP_6215762.1,3,Homo sapiens
NP_2653589.1,3,Homo sapiens
NP_1798413.1,5,Homo sapiens
XP_237799.1,9,Homo sapiens
AP_8670397.1,7,Homo sapiens
ZP_3917780.1,5,Homo sapiens
NP_8251382.1,9,Homo sapiens
ZP_4728656.1,9,Homo sapiens
WP_5982049.1,8,Homo sapiens
NP_9290617.1,3,Homo sapiens
ZP_4406080.1,1,Homo sapiens
RP_7173575.1,3,Homo sapiens
YP_312803.1,1,Homo sapiens
NP_8106546.1,2,Homo sapiens
NP_4315645.1,10,Homo sapiens
WP_9742937.1,2,Homo sapiens
RP_2970581.1,2,Homo sapiens
YP_8220459.1,5,Homo sapiens
NP_6700500.1,4,Homo sapiens
YP_5508647.1,4,Homo sapiens
NP_2031375.1,8,Homo sapiens
AP_2405433.1,5,Homo sapiens
XP_6026069.1,11,Homo sapiens
AP_4320242.1,2,Homo sapiens
AP_6839202.1,1,Homo sapiens
NP_2781722.1,2,Homo sapiens
NP_7705502.1,1,Homo sapiens
ZP_1831530.1,8,Homo sapiens
ZP_6873329.1,7,Homo sapiens
AP_5652612.1,3,Homo sapiens
XP_6929313.1,1,Homo sapiens
RP_6312695.1,7,Homo sapiens
ZP_4890287.1,5,Homo sapiens
RP_468893.1,6,Homo sapiens
ZP_5498856.1,5,Homo sapiens
RP_4100740.1,9,Homo sapiens
AP_1154212.1,5,Homo sapiens
WP_3585001.1,5,Homo sapiens
ZP_8772424.1,6,Homo sapiens
AP_4815697.1,1,Homo sapiens
RP_7769510.1,5,Homo sapiens
ZP_2750527.1,2,Homo sapiens
WP_894878.1,6,Homo sapiens
RP_2037135.1,3,Homo sapiens
ZP_8286565.1,4,Homo sapiens
YP_8714787.1,5,Homo sapiens
WP_2172171.1,6,Homo sapiens
NP_5560388.1,3,Homo sapiens
RP_8481660.1,1,Homo sapiens
AP_6212240.1,5,Homo sapiens
WP_8973895.1,4,Homo sapiens
AP_6314294.1,1,Homo sapiens
WP_1860399.1,4,Homo sapiens
XP_6236062.1,3,Homo sapiens
ZP_6447572.1,4,Homo sapiens
NP_4243403.1,3,Homo sapiens
ZP_1169412.1,0,Homo sapiens
YP_3403131.1,3,Homo sapiens
YP_3053028.1,9,Homo sapiens
XP_7590291.1,11,Homo sapiens
XP_497595.1,7,Homo sapiens
WP_3893092.1,4,Homo sapiens
NP_7834125.1,7,Homo sapiens
NP_6213100.1,4,Homo sapiens
RP_3690511.1,3,Homo sapiens
NP_626925.1,3,Homo sapiens
WP_3025609.1,2,Homo sapiens
XP_9245155.1,2,Homo sapiens
AP_706752.1,3,Homo sapiens
RP_6927575.1,10,Homo sapiens
YP_7787268.1,2,Homo sapiens
WP_7304425.1,6,Homo sapiens
WP_4923416.1,4,Homo sapiens
RP_1237317.1,2,Homo sapiens
RP_5660068.1,5,Homo sapiens
AP_2266354.1,4,Homo sapiens
XP_6608850.1,2,Homo sapiens
NP_6236821.1,4,Homo sapiens
ZP_2474494.1,3,Homo sapiens
NP_604655.1,3,Homo sapiens
ZP_336824.1,0,Homo sapiens
RP_9556587.1,3,Homo sapiens
NP_4648003.1,6,Homo sapiens
AP_4125282.1,3,Homo sapiens
YP_4266289.1,2,Homo sapiens
WP_193246.1,6,Homo sapiens
YP_8697494.1,5,Homo sapiens
NP_9918216.1,4,Homo sapiens
XP_4163068.1,5,Homo sapiens
YP_2384798.1,7,Homo sapiens
AP_1632337.1,6,Homo sapiens
RP_7696713.1,17,Homo sapiens
ZP_879105.1,4,Homo sapiens
NP_9405600.1,8,Homo sapiens
RP_4613552.1,4,Homo sapiens
WP_9935351.1,4,Homo sapiens
WP_6675273.1,6,Homo sapiens
